Oil_Price,Imports,Production,GDP,SP500,Stock_value,Treasury_note, Y_n_1
-1.02978279,-0.948179607,0.134088946,-1.291912955,-0.586282543,-0.786868145,1.125127277,-0.988586161
-0.99308012,-0.609054111,0.067877321,-1.287912591,-0.612641642,-0.786836155,1.059551536,-0.94637772
-0.95080651,-0.898313754,0.279246199,-1.310314629,-0.62384426,-0.786884139,1.321854499,-0.941142565
-0.945563271,-1.327531661,0.087380314,-1.31618183,-0.636364832,-0.78685215,1.590118892,-0.985641386
-0.990130799,-0.84271279,0.25600859,-1.316715212,-0.646908471,-0.786836155,1.673578926,-0.984659795
-0.989147691,-2.077242682,-0.116623072,-1.329783067,-0.649544381,-0.786820161,1.828576131,-1.002001247
-1.006515919,-1.582488336,0.321753389,-1.315381757,-0.664041886,-0.78685215,2.019341922,-1.030794602
-1.035353731,-1.008546369,0.384048854,-1.325516012,-0.664700863,-0.786868145,2.037226215,-1.001019655
-1.005532812,-1.330601157,0.106546155,-1.345517832,-0.61593653,-0.786820161,2.12664768,-1.012471558
-1.017002396,-1.055477353,0.302302265,-1.345784523,-0.569808106,-0.786788172,1.995496199,-1.021305883
-1.025850361,-0.656685155,0.091348344,-1.368986634,-0.51906684,-0.786788172,1.834537562,-0.990876542
-0.995374037,-0.762340451,0.210778244,-1.366853107,-0.496002628,-0.786788172,1.69742465,-0.948995298
-0.953428129,-0.453856067,0.1759737,-1.380721035,-0.497320583,-0.786820161,1.733193236,-0.968627131
-0.973090273,-1.068966981,0.092748825,-1.390055218,-0.455805002,-0.786868145,1.613964616,-1.006909205
-1.011431455,-1.004184453,0.326577267,-1.38205449,-0.426151015,-0.794737496,1.661656064,-1.055007196
-1.059603709,-1.393902788,0.093915892,-1.410057038,-0.393202141,-0.794817469,1.536466014,-1.111939512
-1.116623928,-1.693582564,0.372741268,-1.420724675,-0.299627338,-0.809484533,1.250317327,-1.10866754
-1.113346904,-2.252473229,-0.134155018,-1.427658639,-0.26008869,-0.858476046,0.946284347,-1.100487609
-1.105154344,-2.049967245,0.429953506,-1.440726495,-0.23900141,-0.85849204,0.809171435,-1.117174667
-1.121867166,-1.304914319,0.462761069,-1.443393404,-0.242296298,-0.860283438,0.821094297,-1.048790449
-1.053377363,-1.360407582,0.32696629,-1.452460896,-0.219891063,-0.864857898,0.797248573,-0.998402078
-1.002911193,-1.017943336,0.447666997,-1.476196389,-0.182988324,-0.873590959,0.558791334,-1.019669897
-1.024211849,-1.696221254,0.17130543,-1.47646308,-0.162560022,-0.883027783,0.576675627,-1.002982839
-1.007499026,-1.469374703,0.382544634,-1.493531299,-0.15267536,-0.908155327,0.767441418,-1.006909205
-1.011431455,-0.928281732,0.326706941,-1.504732318,-0.148062518,-0.920215268,0.844940021,-0.967645539
-0.972107166,-1.19535484,0.236012835,-1.503398864,-0.117749553,-0.929492146,0.934361485,-0.939506579
-0.943924759,-1.328931782,0.454202574,-1.508732682,-0.140813765,-0.939632733,0.982052933,-0.929690662
-0.934093687,-1.415712367,0.303365593,-1.52233392,-0.16058309,-0.946302489,0.940322916,-0.927400282
-0.93179977,-1.597135757,0.556463616,-1.531668103,-0.15003945,-1.011736468,0.946284347,-0.934925818
-0.939336925,-2.371375824,-0.00904539,-1.531668103,-0.159265135,-1.040590757,1.107242984,-0.969608723
-0.974073381,-1.760142169,0.545908139,-1.536201848,-0.162560022,-1.048524087,1.315893068,-0.957175228
-0.961620689,-2.056294716,0.660254812,-1.53380163,-0.141472743,-1.057912927,1.411275963,-0.926745887
-0.931144365,-2.067738014,0.414496347,-1.549269704,-0.158606157,-1.06886924,1.476851704,-0.882574263
-0.88690454,-1.423413034,0.678357325,-1.557003741,-0.167172865,-1.076290743,1.321854499,-0.876357516
-0.880678194,-1.989546633,0.419164617,-1.571938433,-0.116431599,-1.11047124,1.202625879,-0.894026166
-0.898374124,-1.622661043,0.514371384,-1.578605706,-0.090072499,-1.131264242,1.309931637,-0.879629488
-0.883955219,-1.33972887,0.682662507,-1.578339016,-0.07162113,-1.141132921,1.45300598,-0.859670458
-0.863965372,-2.027134501,0.525886449,-1.582872761,-0.067008287,-1.141148915,1.709347512,-0.905805265
-0.910171411,-1.953628141,0.712824716,-1.612742146,-0.014290089,-1.1572395,1.780884684,-0.930345057
-0.934749092,-2.063349173,0.623297677,-1.608741782,-0.015608044,-1.157287484,1.840498993,-0.973207892
-0.977678107,-2.570650758,0.857307663,-1.616209128,0.012727988,-1.157287484,1.876267579,-0.970263117
