Oil_Price,Imports,Production,GDP,SP500,Stock_value,Treasury_note, Y_n_1
-0.952117319,-0.560830708,-0.038974186,-1.053491262,-0.397156006,-1.238028312,1.482813135,-0.906132463
-0.910499114,-0.539855816,0.136708364,-1.083894029,-0.347732695,-1.237948338,1.369545946,-0.866541599
-0.870847122,-1.407419342,-0.320081826,-1.085760865,-0.321373595,-1.237852371,1.20858731,-0.77001842
-0.774174912,-0.758624745,0.09658718,-1.106829449,-0.358276334,-1.237724414,1.303970206,-0.766746448
-0.770897888,-0.912718847,0.180071403,-1.126564578,-0.380681569,-1.200392977,1.137050138,-0.816480425
-0.820708654,-1.080141025,-0.012287244,-1.116697013,-0.363548154,-1.136446498,1.071474398,-0.778198351
-0.782367472,-0.584632767,0.159894104,-1.125231123,-0.393202141,-1.075618969,1.274163051,-0.807973298
-0.812188391,-1.072467284,-0.007411495,-1.146566397,-0.409676578,-1.074947195,1.45300598,-0.875703121
-0.88002279,-0.300058145,0.062768159,-1.159100871,-0.41956124,-1.012344263,1.339738792,-0.895334954
-0.899684934,-0.501702515,0.04484719,-1.165234763,-0.441966475,-0.927076959,1.476851704,-0.92412831
-0.928522746,-0.583825005,-0.025825226,-1.174568945,-0.383317479,-0.902285302,1.500697428,-0.899588518
-0.903945065,-0.310209023,0.089895993,-1.188970256,-0.386612366,-0.880708564,1.399353101,-0.823351567
-0.827590404,-1.058546849,-0.036951269,-1.185236583,-0.403086803,-0.869800235,1.26820162,-0.894353363
-0.898701827,-0.989752435,0.232719111,-1.216172731,-0.392543163,-0.827574445,1.125127277,-0.967645539
-0.972107166,-1.849130638,-0.104122483,-1.232174186,-0.386612366,-0.787715859,0.844940021,-0.975171075
-0.979644322,-0.916353777,0.171486974,-1.235107787,-0.453828069,-0.787507929,0.749557125,-0.969608723
-0.974073381,-1.239458656,0.199340983,-1.239641533,-0.452510114,-0.787347983,0.785325711,-1.003637233
-1.008154431,-1.113878559,0.073064287,-1.259109971,-0.50325138,-0.787220026,0.916477193,-1.021960277
-1.026505766,-1.107012581,0.111862796,-1.259643352,-0.540813097,-0.786980107,0.982052933,-0.9957845
-1.000289573,-0.544433135,-0.058554984,-1.260710116,-0.561241399,-0.786900134,1.077435829,-1.002655642
-1.007171324,-0.804882593,0.132377247,-1.280178554,-0.590236408,-0.786820161,1.250317327,-1.02523225
