Oil_Price,Imports,Production,GDP,SP500,Stock_value,Treasury_note, Y_n_1,Y_n_2
-1.112227817,0.485155971,0.054983096,-0.946390077,0.219328403,-1.243097949,0.758896019,-1.093109189,-1.096139877
-1.097809883,0.239383065,-0.003889484,-0.953610004,0.216696817,-1.243129956,0.752909606,-1.100634038,-1.065433145
-1.105346531,-0.242133972,0.103849152,-0.95227298,0.148933479,-1.243129956,0.758896019,-1.069880307,-1.043873098
-1.074544581,-0.964531829,-0.345096398,-0.962434359,0.058143765,-1.243129956,0.711004715,-1.048287261,-0.991279652
-1.052917681,-0.060827873,0.210576767,-0.995057732,-0.044488086,-1.243065941,0.693045476,-0.995613317,-0.930519521
-1.000161151,-0.639126654,0.203007065,-0.984896353,-0.048435464,-1.243081945,0.854678627,-0.934760188,-0.893279441
-0.939212613,-0.265181127,-0.022165648,-1.004951705,-0.099093493,-1.243065941,0.896583518,-0.897463109,-0.943259549
-0.901857058,0.434821854,0.151626416,-1.001475444,-0.091198736,-1.242921908,0.986379713,-0.947519715,-0.938359538
-0.951992145,0.121076148,-0.001504509,-1.010299799,-0.125409353,-1.24284189,1.094135147,-0.942612205,-0.947832892
-0.947076941,0.176655667,0.055371951,-1.024739653,-0.140540972,-1.242761872,1.148012864,-0.952100058,-0.960899587
-0.95657967,-0.196719118,0.105197182,-1.033564008,-0.142514661,-1.242729864,1.094135147,-0.965186752,-0.909939477
-0.969686882,0.054869933,-0.035801481,-1.047736457,-0.220804342,-1.242681853,1.261754711,-0.914148645,-0.946526222
-0.918568753,0.203562133,0.157329616,-1.071535475,-0.287251886,-1.242617839,1.393455797,-0.950791389,-0.905039467
-0.955268948,-0.574632669,-0.036138489,-1.061641501,-0.396462702,-1.24253782,1.495224818,-0.909241134,-0.865512715
-0.913653549,-0.553460813,0.13946823,-1.092125636,-0.347120466,-1.242457802,1.381482971,-0.869653884,-0.769145841
-0.874004231,-1.429171173,-0.317124793,-1.093997469,-0.320804607,-1.24236178,1.21984982,-0.773139514,-0.765879168
-0.77733854,-0.774284086,0.099364363,-1.11512244,-0.35764681,-1.242233751,1.315632428,-0.76986784,-0.815532608
-0.774061736,-0.929825205,0.182812552,-1.134910388,-0.38001529,-1.204881192,1.148012864,-0.819597278,-0.777312525
-0.823869144,-1.098819557,-0.009463066,-1.125016414,-0.362909982,-1.140898531,1.082162321,-0.781318698,-0.807039256
-0.785530547,-0.598658241,0.162643962,-1.133573364,-0.392515323,-1.080036585,1.285700363,-0.811090927,-0.874659401
-0.815349456,-1.091073756,-0.004589422,-1.15496574,-0.408962735,-1.079364431,1.465292753,-0.87881457,-0.894259443
-0.88317928,-0.311411328,0.06555994,-1.16753376,-0.418831182,-1.016726078,1.351550906,-0.898444611,-0.923006172
-0.902840099,-0.514949235,0.047646707,-1.173684068,-0.441199663,-0.931410529,1.489238405,-0.927235339,-0.898506119
-0.931675966,-0.597842894,-0.022995205,-1.183043233,-0.382646876,-0.906604845,1.513184057,-0.902697787,-0.822392622
-0.907099943,-0.321657528,0.092676065,-1.197483086,-0.385936358,-0.885015898,1.411415036,-0.826467793,-0.893279441
-0.83075043,-1.077022601,-0.034116445,-1.193739421,-0.40238377,-0.874101397,1.27971395,-0.897463109,-0.966452932
-0.901857058,-1.007582175,0.235437535,-1.224758365,-0.391857427,-0.831851716,1.136040038,-0.970748597,-0.973966281
-0.975257447,-1.875030348,-0.101258666,-1.240802647,-0.385936358,-0.791970577,0.854678627,-0.978273447,-0.968412936
-0.982794094,-0.933494269,0.174231828,-1.243744099,-0.453041799,-0.79176253,0.758896019,-0.972711602,-1.002386342
-0.977223529,-1.259633256,0.202073814,-1.248289978,-0.451726006,-0.791602493,0.794814497,-1.006737007,-1.020679715
-1.011302281,-1.132873903,0.075851624,-1.267810521,-0.502384035,-0.791474464,0.926515583,-1.025058379,-0.994546326
-1.029652379,-1.12594345,0.114633386,-1.268345331,-0.539884135,-0.791234409,0.992366126,-0.99888499,-1.00140634
-1.003437954,-0.558081116,-0.055710835,-1.269414949,-0.560278925,-0.79115439,1.088148734,-1.005755505,-1.023946389
-1.010319241,-0.820976318,0.135138983,-1.288935492,-0.589226371,-0.791074372,1.261754711,-1.028330052,-0.987359643
-1.032929182,-0.965618959,0.136849943,-1.300701299,-0.585278992,-0.791122383,1.136040038,-0.991687308,-0.945219553
-0.996228987,-0.623308913,0.070666897,-1.296690228,-0.611594851,-0.791090376,1.070189495,-0.949482719,-0.939992875
-0.953958227,-0.915284842,0.28194454,-1.319152223,-0.622779091,-0.791138387,1.333591667,-0.944248041,-0.984419637
-0.948715342,-1.348533309,0.090161472,-1.325035126,-0.635279124,-0.791106379,1.602980252,-0.988742802,-0.983439635
-0.993279864,-0.859161758,0.258716961,-1.325569935,-0.645805468,-0.791090376,1.686790034,-0.9877613,-1.000753006
-0.992296823,-2.105284473,-0.113753859,-1.338672765,-0.648437054,-0.791074372,1.842436772,-1.00510117,-1.029499734
-1.00966388,-1.605884148,0.324433382,-1.324232912,-0.662910776,-0.791106379,2.034001988,-1.033891897,-0.999773003
-1.038499747,-1.026552593,0.386701959,-1.33439429,-0.663568673,-0.791122383,2.051961227,-1.004119668,-1.011206361
-1.008680839,-1.351631629,0.10931904,-1.354449643,-0.614884333,-0.791074372,2.141757422,-1.015570525,-1.02002638
-1.02014965,-1.073924281,0.304990654,-1.354717047,-0.56883158,-0.791042365,2.010056336,-1.024404044,-0.989646315
-1.028997018,-0.671387236,0.094127788,-1.377981256,-0.518173551,-0.791042365,1.848423185,-0.99397748,-0.947832892
-0.998522749,-0.778034685,0.213506138,-1.375842018,-0.495147174,-0.791042365,1.710735686,-0.952100058,-0.967432934
-0.95657967,-0.466653486,0.178716617,-1.389747062,-0.496462967,-0.791074372,1.746654164,-0.971730099,-1.005653016
-0.976240488,-1.087540584,0.095527665,-1.399106227,-0.455015489,-0.791122383,1.626925904,-1.01000868,-1.053673119
-1.014579085,-1.022149717,0.329255178,-1.391084086,-0.425410147,-0.798996187,1.674817208,-1.058102282,-1.110513241
-1.06274809,-1.415527692,0.096694229,-1.419161579,-0.392515323,-0.799076206,1.549102535,-1.115029402,-1.107246568
-1.119764464,-1.718021603,0.375399253,-1.429857767,-0.299094023,-0.813751568,1.261754711,-1.111757728,-1.099079883
-1.116487661,-2.282160517,-0.131278238,-1.436810289,-0.259620234,-0.862770801,0.956447648,-1.103578544,-1.115739919
-1.108295653,-2.077752907,0.432586797,-1.449913119,-0.238567547,-0.862786804,0.818760149,-1.12026408,-1.047466439
-1.125007349,-1.32570358,0.465380198,-1.452587166,-0.241857029,-0.864579215,0.830732975,-1.051886102,-0.997159664
-1.056522164,-1.381717951,0.329644033,-1.461678925,-0.219488549,-0.869156264,0.806787323,-1.001502329,-1.018393043
-1.006059396,-1.036037802,0.450292641,-1.485477943,-0.182646346,-0.877894266,0.567330803,-1.022768207,-1.001733008
-1.027358617,-1.720685072,0.174050362,-1.485745348,-0.162251555,-0.88733643,0.585290042,-1.006082672,-1.005653016
-1.010646921,-1.491708324,0.385198388,-1.502859249,-0.152383108,-0.912478191,0.776855258,-1.01000868,-0.966452932
-1.014579085,-0.945534233,0.329384797,-1.514090246,-0.147777833,-0.924544956,0.854678627,-0.970748597,-0.938359538
-0.975257447,-1.215115284,0.238729837,-1.512753222,-0.117514595,-0.933827082,0.944474822,-0.942612205,-0.928559517
-0.947076941,-1.349946578,0.456825397,-1.518101316,-0.140540972,-0.943973407,0.992366126,-0.932797184,-0.926272845
-0.937246531,-1.437542074,0.306053523,-1.531738956,-0.160277866,-0.950646937,0.950461235,-0.930507012,-0.933786195
-0.934952769,-1.620669116,0.559042299,-1.54109812,-0.149751522,-1.016117939,0.956447648,-0.938031862,-0.968412936
-0.942489416,-2.402179664,-0.006222611,-1.54109812,-0.158962073,-1.044988554,1.118080799,-0.972711602,-0.955999576
-0.977223529,-1.785206235,0.548491379,-1.545644,-0.162251555,-1.052926373,1.327605254,-0.960279242,-0.925619511
-0.964771677,-2.084139795,0.662788696,-1.543237358,-0.141198868,-1.062320525,1.423387862,-0.929852678,-0.881519416
-0.934297408,-2.095690551,0.417136309,-1.55874683,-0.158304177,-1.073283037,1.489238405,-0.885685084,-0.875312736
-0.890060566,-1.445315053,0.680883394,-1.566501566,-0.166856831,-1.080708739,1.333591667,-0.879468905,-0.892952774
-0.883834641,-2.016764916,0.421802563,-1.581476229,-0.116198802,-1.114908575,1.213863407,-0.897135942,-0.87857941
-0.901529377,-1.646434096,0.516968236,-1.588161346,-0.089882943,-1.135713343,1.321618841,-0.882740578,-0.8586527
-0.887111444,-1.360845055,0.685186718,-1.587893942,-0.071461841,-1.145587605,1.465292753,-0.862783369,-0.904712799
-0.867122945,-2.054705751,0.528478331,-1.592439821,-0.066856566,-1.145603609,1.722708512,-0.908913967,-0.929212852
-0.913325869,-1.980509132,0.715335908,-1.622389147,-0.014224848,-1.161703298,1.794545468,-0.933451519,-0.972006277
-0.937901892,-2.091260496,0.625847512,-1.618378077,-0.015540641,-1.161751309,1.854409598,-0.976310442,-0.969066271
